[setCountry, getClass, getCountry, getDeveloper, getTags, setItemCondition, setUserRecordType, setYourPrice, setNotes, setCreatedAt, getCreatedAt, getUserRecordType, getTitle, setCategory, getGame, getPriceCIB, getParameter, getBoxCondition, setPlatform, getReleaseType, getItemCondition, getCategory, setTitle, getManualCondition, getOwnership, getPriceLoose, setPublisher, getPriceNew, wait, notifyAll, getPricePaid, setTags, notify, getNotes, hashCode, setManualCondition, getGameExact, setPriceCIB, getYourPrice, setReleaseType, setOwnership, setPriceNew, getPublisher, setPriceLoose, equals, getParameters, setPricePaid, setDeveloper, toString, setBoxCondition, getPlatform]
"Nintendo GameCube","Games","Owned","Legend of Zelda: The Wind Waker","United States of America","Official","Nintendo","Nintendo EAD","Jan 17 2022","CIB","60.49","70.5","241.94","70.5","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","Legend of Zelda: Twilight Princess","United States of America","Official","Nintendo","Nintendo","Jan 17 2022","CIB","14.25","16.88","50.44","16.88","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Legend of Zelda: Two-Game Bonus Disc!","United States of America","Official","Nintendo","Nintendo","Jan 17 2022","CIB","49.68","62","133.09","62","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","LEGO Batman 3: Beyond Gotham","United States of America","Official","WB Games","TT Games","Jan 25 2022","CIB","6.68","7.12","13.98","7.12","-1.0","10","10","10","",""
"Nintendo Wii U","Games","Owned","LEGO City: Undercover","United Kingdom","Official","Nintendo","Missing Field","Jan 16 2022","CIB","5.45","7.09","19.05","7.09","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","LEGO Jurassic World","United States of America","Official","WB Games","TT Games","Jan 25 2022","CIB","3.95","7.2","12.32","7.2","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","LEGO Marvel Super Heroes","United States of America","Official","WB Games","Traveller's Tales Ltd.","Jan 25 2022","CIB","4.5","5.86","11.89","5.86","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","LEGO Pirates of the Caribbean: The Video Game","United States of America","Official","Disney Interactive","Traveller's Tales Ltd.","Jan 16 2022","CIB","9.17","11.49","31.49","11.49","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","LEGO Rock Band","United States of America","Official","WB Games","Harmonix Music Systems","Jan 16 2022","New","15.03","19.73","30.47","30.47","-1.0","?","10","?","",""
"Microsoft Xbox 360","Games","Trade/Sell","LEGO Rock Band","United States of America","Official","WB Games","Harmonix Music Systems","Nov 20 2021","CIB","15.03","19.73","30.47","19.73","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","LEGO Star Wars II: The Original Trilogy","United States of America","Official","LucasArts Entertainment Company LLC","Traveller's Tales Ltd.","Jan 16 2022","CIB","8.55","8.86","22.85","8.86","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","LEGO Star Wars: The Video Game","United States of America","Official","Eidos Interactive","Traveller's Tales Ltd.","Jan 16 2022","CIB","8.49","8.68","60.25","8.68","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Lord of the Rings: Conquest","United States of America","Official","Electronic Arts","Pandemic Studios","Jan 28 2024","CIB","15.28","20.82","59","20.82","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Lord of the Rings: The Third Age","United States of America","Official","Electronic Arts","Electronic Arts","Jan 17 2022","CIB","22.99","25.19","58.65","25.19","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Lord of the Rings: The Two Towers","United States of America","Official","Electronic Arts","Stormfront Studios","Jan 18 2022","CIB","6.34","8.21","42.49","8.21","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Lost Planet: Extreme Condition","United States of America","Official","Capcom","Capcom","Jan 16 2022","CIB","5.49","6.82","20.48","6.82","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Lost: Via Domus","United States of America","Official","Ubisoft Entertainment","Ubisoft Montreal","Jan 16 2022","CIB","6.8","7.86","14","7.86","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Luigi's Mansion","United States of America","Official","Nintendo","Nintendo EAD","Jan 17 2022","CIB","48.5","65.48","444.58","65.48","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Madden NFL 09","United States of America","Official","EA Sports","Tiburon","Jan 16 2022","CIB","4.25","6.99","25.22","6.99","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Madden NFL 11","United States of America","Official","EA Sports","Tiburon","Jan 16 2022","CIB","4.99","6.09","19.48","6.09","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Madden NFL 12","United States of America","Official","EA Sports","EA Tiburon","Jan 25 2022","CIB","4.32","5.62","14.24","5.62","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Madden NFL 13","United States of America","Official","EA Sports","EA Tiburon","Jan 16 2022","CIB","4.35","5.19","10.49","5.19","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Madden NFL 15","United States of America","Official","Electronic Arts","Electronic Arts","Jan 25 2022","CIB","5.13","5.72","13.95","5.72","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Madden NFL 17","United Kingdom","Official","EA Sports","EA Tiburon","Jan 25 2022","CIB","3.47","3.59","8.34","3.59","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Madden NFL 2000","United States of America","Official","EA Sports","EA Tiburon","Jan 31 2022","CIB","5.84","6.29","27.12","6.29","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Madden NFL 2004","United States of America","Official","EA Sports","EA","Mar 3 2024","CIB","4.45","6.49","27.5","6.49","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Madden NFL 2004","United States of America","Official","Electronic Arts","EA Tiburon","Jan 16 2022","CIB","5.24","5.54","25.5","5.54","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Madden NFL 2005","United States of America","Official","EA Sports","EA Tiburon","Mar 3 2024","CIB","5.83","6","24.42","6","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Madden NFL 25","United States of America","Official","Electronic Arts","Missing Field","Jan 25 2022","CIB","10.16","10.38","22.73","10.38","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Mafia III","United States of America","Official","2K Games","Hangar 13","Jan 25 2022","CIB","7.61","7.99","11.03","7.99","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Manhunt","United States of America","Official","Rockstar Games","Rockstar North","Jan 16 2022","CIB","17","36.67","194.16","36.67","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Mario Golf: Toadstool Tour","United States of America","Official","Nintendo","Camelot Software Planning","Jan 17 2022","CIB","21.19","30.49","100.5","30.49","-1.0","10","10","10","",""
"Nintendo Wii U","Games","Owned","Mario Kart 8","United States of America","Official","Nintendo","Nintendo","Jan 16 2022","CIB","11.75","14.74","40.47","14.74","-1.0","10","10","10","",""
"Nintendo Switch","Games","Owned","Mario Kart 8 Deluxe","United States of America","Official","Nintendo","Nintendo","Jan 27 2022","CIB","37","37","42.5","37","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Mario Kart: Double Dash!!","United States of America","Official","Nintendo","Nintendo","Jan 17 2022","CIB","57.5","72.09","311.54","72.09","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Mars Matrix","United States of America","Official","Capcom","Takumi Corporation","Jan 25 2022","CIB","80.5","149.6","189.88","149.6","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Marvel Super Hero Squad: Comic Combat","United States of America","Official","THQ","Griptonite Games","Jan 16 2022","CIB","5.25","6.49","8.52","6.49","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Marvel vs. Capcom 2","United States of America","Official","Capcom","Capcom","Jan 16 2022","CIB","75.5","116.07","386.39","116.07","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Marvel vs. Capcom 2","United States of America","Official","Capcom","Capcom","Jan 25 2022","CIB","102.98","179.23","500.5","179.23","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Marvel vs. Capcom 3: Fate of Two Worlds","United States of America","Official","Capcom","Capcom","Jan 25 2022","CIB","7.79","8.28","26.8","8.28","-1.0","10","10","10","",""
"Sony PlayStation 5","Games","Owned","Marvel's Guardians of the Galaxy","United States of America","Official","Square Enix","Eidos Montreal","Jan 25 2022","CIB","12.45","14","19.7","14","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Marvel's Spider-Man","United States of America","Official","Sony Interactive Entertainment","Insomniac Games","Jan 25 2022","CIB","13.53","14.75","28.41","14.75","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Marvel: Ultimate Alliance","United States of America","Official","Activision","Raven Software","Jan 16 2022","CIB","6.75","8.15","35.49","8.15","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Mass Effect 2","United States of America","Official","Electronic Arts","BioWare","Jan 16 2022","CIB","5.96","7.03","12.49","7.03","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Mass Effect 3","United States of America","Official","Electronic Arts","BioWare","Jan 16 2022","CIB","3.86","4.94","13.49","4.94","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Max Payne","United States of America","Official","Rockstar Games","Remedy Entertainment","Jan 16 2022","CIB","7.63","12.38","83.24","12.38","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Max Steel","United States of America","Official","Mattel Interactive","Treyarch","Jan 30 2022","CIB","10.76","17.05","35.82","17.05","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","MechAssault","United States of America","Official","Microsoft Studios","Day 1 Studios","Jan 16 2022","CIB","6.55","7.24","23.5","7.24","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","MechAssault 2: Lone Wolf","United States of America","Official","Microsoft Studios","Day 1 Studios","Jan 16 2022","CIB","4.55","7.35","18.98","7.35","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Medal of Honor","United States of America","Official","Electronic Arts","Danger Close Games","Mar 9 2024","CIB","6.49","6.65","17.2","6.65","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Medal of Honor: European Assault","United States of America","Official","EA Games","EA","Mar 6 2024","CIB","6.49","8.5","30.47","8.5","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Medal of Honor: Frontline","United States of America","Official","Electronic Arts","EA Los Angeles","Jan 16 2022","CIB","5.43","6.45","22","6.45","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Medal of Honor: Rising Sun","United States of America","Official","EA Games","EA Los Angeles","Jan 16 2022","CIB","4.67","5.7","20.19","5.7","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Metal Arms: Glitch in the System","United States of America","Official","Vivendi Games","Swingin' Ape Studios","Jan 16 2022","CIB","17","24.15","44.51","24.15","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Metal Arms: Glitch in the System","United States of America","Official","Sierra","Swingin' Ape Studios","Jan 17 2022","CIB","28.42","32.97","94.5","32.97","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Metal Gear Rising: Revengeance","United States of America","Official","Konami","PlatinumGames","Jan 16 2022","CIB","17.97","17.98","22.45","17.98","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Metal Gear Solid 2: Sons Of Liberty","United States of America","Official","Konami","Konami Computer Entertainment Japan","Jan 18 2022","CIB","7.49","12.75","190.48","12.75","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Metal Gear Solid 4: Guns of the Patriots","United States of America","Official","Konami","Kojima Productions (Konami)","Jan 25 2022","CIB","6.88","9.5","30.01","9.5","-1.0","10","10","10","",""
"Nintendo Game Boy Advance","Games","Owned","Metroid Fusion","United States of America","Official","Nintendo","Nintendo R&D1","Jan 18 2022","CIB","45.47","140.44","368.79","140.44","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Metroid Prime","United States of America","Official","Nintendo","Retro Studios","Jan 17 2022","CIB","18.1","24.04","156.35","24.04","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Metroid Prime 2: Echoes","United States of America","Official","Nintendo","Retro Studios","Jan 17 2022","CIB","28","42.47","117.99","42.47","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","Metroid Prime 3: Corruption","United States of America","Official","Nintendo","Retro Studios","Jan 17 2022","CIB","10.47","14.85","42.92","14.85","-1.0","10","10","10","",""
"Nintendo Switch","Games","Owned","Metroid Prime Remastered","United States of America","Official","Nintendo","Iron Galaxy Studios Retro Studios","Jun 12 2023","CIB","30.49","31.36","35.22","31.36","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","Metroid: Other M","United States of America","Official","Nintendo","Team Ninja","Jan 17 2022","CIB","12.5","13.18","20.48","13.18","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Metropolis Street Racer","United States of America","Official","Sega","Bizarre Creations Ltd.","Jan 30 2022","CIB","18.84","32.85","50.5","32.85","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Midnight Club 3: Dub Edition","United States of America","Official","Rockstar Games","Rockstar San Diego","Jan 16 2022","CIB","12.34","13.46","92.1","13.46","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Midnight Club: Street Racing","United States of America","Official","Rockstar Games","Angel Studios","Jan 18 2022","CIB","7.98","9.98","30.46","9.98","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Midtown Madness 3","United States of America","Official","Microsoft Studios","EA Digital Illusions CE","Jan 16 2022","CIB","8.36","11.09","24.22","11.09","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","MLB 14: The Show","United States of America","Official","Sony Interactive Entertainment","Sony San Diego Studio","Jan 25 2022","CIB","5.22","6.25","10.44","6.25","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Mobile Light Force 2","United States of America","Official","XS Games","Alfa System","Jan 18 2022","CIB","10.47","13.46","25.5","13.46","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Monopoly Streets","United States of America","Official","Electronic Arts","Missing Field","Jan 16 2022","CIB","7.94","8.38","30.5","8.38","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Mortal Kombat X [Limited Edition] [Gamestop Exclusive]","United States of America","Official","WB Games","NetherRealm Studios","Jan 25 2022","CIB","-1.0","-1.0","-1.0","-1.0","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Mortal Kombat: Deadly Alliance","United States of America","Official","Midway Games","Midway","Jan 18 2022","CIB","10.49","15.5","67.16","15.5","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Motocross mania 3","United States of America","Official","2K Games","Deibus Studios Ltd.","Jan 17 2022","CIB","4.09","6.06","9.5","6.06","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","MotorStorm: Apocalypse","United States of America","Official","Sony","Evolution Studios","Jan 25 2022","CIB","15.5","16.88","21.99","16.88","-1.0","10","10","10","",""
"Sony PlayStation 2","GameAccessories","Owned","MultiTap Controller Adaptor","United States of America","Official","Sony","Missing Field","Jan 31 2022","Loose","19.75","20.3","45.48","19.75","-1.0","8","?","?","",""
"Nintendo GameCube","Games","Owned","MVP Baseball 2005","United States of America","Official","Electronic Arts","EA Canada","Jan 17 2022","CIB","8.59","10.15","73.22","10.15","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","MySims Agents","United States of America","Official","Electronic Arts","Electronic Arts","Jan 16 2022","CIB","7.18","8.18","20.48","8.18","-1.0","10","10","10","",""
"Nintendo DS","Games","Owned","N+","United States of America","Official","Atari SA","SilverBirch Studios","Jan 30 2022","CIB","8.34","9.03","14.55","9.03","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","NASCAR 2000","United States of America","Official","Electronic Arts","Stormfront Studios","Jan 31 2022","CIB","4.37","6.47","20.55","6.47","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","NBA 2K16","United States of America","Official","Visual Concepts","2K Games","Jan 25 2022","CIB","6.29","6.48","21.02","6.48","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","NBA Live 99","United States of America","Official","Electronic Arts","Electronic Arts","Jan 31 2022","CIB","5.09","5.44","16.49","5.44","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","NCAA Football 12","United States of America","Official","EA Sports","EA Tiburon","Jan 16 2022","CIB","15.52","15.63","43.95","15.63","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Need for Speed Carbon","United States of America","Official","Electronic Arts","EA Black Box","Mar 3 2024","CIB","8.48","9.64","46","9.64","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","Need for Speed II","United States of America","Official","Electronic Arts","EA Canada Electronic Arts Electronic Arts Canada EA Seattle","Jan 31 2022","CIB","8.37","14.01","216.39","14.01","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Need for Speed Underground 2","United States of America","Official","Electronic Arts","EA Black Box","Jan 16 2022","CIB","12.49","16.52","81.55","16.52","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Need for Speed: Hot Pursuit 2","United States of America","Official","Electronic Arts","Black Box Games","Jan 17 2022","CIB","8.45","11.51","89.38","11.51","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Need for Speed: Most Wanted","United States of America","Official","Electronic Arts","EA Black Box","Jan 17 2022","CIB","15.6","21.48","104","21.48","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Need for Speed: Underground","United States of America","Official","Electronic Arts","EA Black Box","Jan 16 2022","CIB","7.99","12.3","60.5","12.3","-1.0","10","10","10","",""
"Nintendo Wii U","Games","Owned","New Super Mario Bros. U","United States of America","Official","Nintendo","Nintendo","Jun 12 2022","CIB","14.52","17.8","37.15","17.8","-1.0","10","10","10","",""
"Nintendo Switch","Games","Owned","New Super Mario Bros. U Deluxe","United States of America","Official","Nintendo","Nintendo","Jan 27 2022","CIB","32.5","34.96","41.5","34.96","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","New Super Mario Bros. Wii","United States of America","Official","Nintendo","Nintendo","Jan 17 2022","CIB","24.16","30.49","55.39","30.49","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","NFL 2K","United States of America","Official","Sega","Visual Concepts","Jan 30 2022","CIB","3.49","4.32","14.79","4.32","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","NFL GameDay 99","United States of America","Official","989 Sports","989 Sports","Jan 31 2022","CIB","3.99","8.49","21.73","8.49","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","NFL Head Coach","United States of America","Official","EA Games","Electronic Arts","Mar 3 2024","CIB","6.5","6.8","12.74","6.8","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","NHL 2000","United States of America","Official","EA Sports","EA Sports","Jan 31 2022","CIB","3.63","5.73","19.57","5.73","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Ninja Gaiden","United States of America","Official","Tecmo","Team Ninja","Jan 16 2022","CIB","8.5","10.57","90.5","10.57","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Ninja Gaiden Black","United States of America","Official","Tecmo","Team Ninja","Jan 16 2022","CIB","15.06","28.26","107.8","28.26","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Nintendo GameCube Preview Disc","United States of America","Demo","Nintendo","Capcom Namco Nintendo Sega Ubisoft","Jan 17 2022","CIB","12.49","13.65","39.5","13.65","-1.0","10","10","10","",""
"Nintendo Wii U","Games","Owned","Nintendo Land","United States of America","Official","Nintendo","Nintendo","Jan 16 2022","CIB","10.25","10.44","19.73","10.44","-1.0","10","10","10","",""
"Nintendo Switch","Systems","Owned","Nintendo Switch with Blue and Red Joy-con","United States of America","Official","Nintendo","Missing Field","Nov 20 2021","CIB+","179.08","181.1","220.5","181.1","-1.0","8","10","10","",""
"Sony PlayStation 2","Games","Owned","OKAGE: Shadow King","United States of America","Official","Sony","Zener Works","Jan 17 2022","CIB","11.25","20.48","59.1","20.48","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Oni","United States of America","Official","Rockstar Games","Bungie","Jan 18 2022","CIB","14.48","20.48","81.25","20.48","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Onimusha 2: Samurai's Destiny","United States of America","Official","Capcom","Capcom","Jan 18 2022","CIB","9","10.31","36.34","10.31","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Onimusha: Warlords","United States of America","Official","Capcom","Capcom","Jan 18 2022","CIB","7.98","10.82","79.65","10.82","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Outer Worlds","United States of America","Official","Private Division","Obsidian Entertainment","Jul 22 2023","CIB","7.69","9.3","10.49","9.3","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","OutRun2","United States of America","Official","Microsoft Studios","Sumo Digital Ltd.","Jan 16 2022","CIB","20.91","32.99","87.08","32.99","-1.0","10","10","10","",""
"Sony PlayStation","Games","Owned","PaRappa the Rapper","United States of America","Official","Sony Computer Entertainment","NanaOn-Sha Co. Ltd.","Jan 31 2022","CIB","69.61","120.75","200.72","120.75","-1.0","6","6","6","",""
"Sony PlayStation 4","Games","Owned","Pillars of Eternity II: Deadfire - Ultimate Edition","United Kingdom","Official","THQ Nordic","Obsidian Entertainment","Oct 28 2023","CIB","15.58","26.17","20.36","26.17","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Plants vs Zombies: Garden Warfare 2","United States of America","Official","Electronic Arts","PopCap Games","Jan 25 2022","CIB","5.89","7.02","13.48","7.02","-1.0","10","10","10","",""
"Microsoft Xbox One","Games","Owned","Plants vs. Zombies: Battle for Neighborville","United States of America","Official","EA Games","PopCap Games","Jan 25 2022","CIB","5.63","8.58","11.12","8.58","-1.0","10","10","10","",""
"Sony PlayStation 2","Systems","Owned","Playstation 2 System","United States of America","Official","SCEA","SCEI","Nov 20 2021","CIB","82.64","144.97","543.45","144.97","-1.0","10","10","10","",""
"Sony PlayStation 4","Systems","Owned","Playstation 4 1TB Slim Console","United States of America","Official","Sony","Missing Field","Nov 20 2021","CIB","131.5","157.75","250.49","157.75","-1.0","10","10","10","",""
"Sony PlayStation 5","Systems","Owned","Playstation 5 Console [Disc Version]","United States of America","Official","Sony","Sony","Nov 20 2021","CIB","360.5","390.5","468.05","390.5","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","PlayStation Hits Uncharted 4: A Thief's End","","","Missing Field","Missing Field","Jan 25 2022","CIB","-1.0","-1.0","-1.0","-1.0","-1.0","10","10","10","",""
"Sony PlayStation","Systems","Owned","PlayStation System","United States of America","Official","Sony","SCEI","Nov 21 2021","Loose+","27.74","120.5","250.45","38.99","-1.0","7","?","6","",""
"Sony PlayStation 4","GameAccessories","Owned","PlayStation VR Headset 2.0","United States of America","Official","Sony","Sony","Mar 11 2023","CIB","86.75","99.69","121.25","99.69","60","000","10","10","10",""
"Nintendo DS","Games","Owned","Pokémon Diamond Version","United States of America","Official","Nintendo","Game Freak","Jan 30 2022","CIB","34.36","47.95","366.41","47.95","-1.0","10","10","10","",""
"Nintendo DS","Games","Owned","Pokémon SoulSilver Version","United States of America","Official","Nintendo","Game Freak","Jan 30 2022","CIB","125.5","172.86","450.5","172.86","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Portal 2","United States of America","Official","Valve Corporation","Valve Software","Jan 16 2022","CIB","6.49","6.59","13.64","6.59","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Power Drome","United States of America","Official","Mud Duck Productions","Argonaut Games","Jan 17 2022","CIB","4.22","4.72","8.93","4.72","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Power Rangers: Dino Thunder","United States of America","Official","THQ","Pacific Coast Power & Light","Jan 17 2022","CIB","7.87","8.94","33.03","8.94","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Prey","United States of America","Official","2K Games","Human Head Studios","Jan 16 2022","CIB","6.93","8.97","35.49","8.97","-1.0","?","?","?","",""
"Microsoft Xbox 360","Games","Owned","Prince of Persia","United States of America","Official","Ubisoft Entertainment","Ubisoft Montreal","Jan 16 2022","CIB","5.61","7.92","20.45","7.92","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Prince of Persia: The Sands of Time","United States of America","Official","Ubisoft Entertainment","Ubisoft","Jan 16 2022","CIB","7.83","9.75","39.49","9.75","-1.0","10","10","10","",""
"Nintendo GameCube","Games","Owned","Prince of Persia: Warrior Within","United States of America","Official","Ubisoft Entertainment","Ubisoft","Jan 17 2022","CIB","9.98","15.35","47.27","15.35","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Project Gotham Racing","United States of America","Official","Microsoft Studios","Bizarre Creations Ltd.","Jan 16 2022","CIB","6.4","7.18","40.29","7.18","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","Project Gotham Racing 2","United States of America","Official","Microsoft Studios","Bizarre Creations Ltd.","Jan 16 2022","CIB","5.9","6.39","15.99","6.39","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Project Gotham Racing 3","United States of America","Official","Microsoft Studios","Bizarre Creations Ltd.","Jan 16 2022","CIB","5.44","5.65","14.74","5.65","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Project Gotham Racing 4","United States of America","Official","Microsoft Studios","Bizarre Creations Ltd.","Jan 16 2022","CIB","5.75","6.7","15.12","6.7","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Psi-Ops: The Mindgate Conspiracy","United States of America","Official","Midway Games","Midway","Jan 18 2022","CIB","10.34","17.41","25.6","17.41","-1.0","10","10","10","",""
"Sega Dreamcast","Games","Owned","Q*bert","United States of America","Official","Atari","Missing Field","Jan 25 2022","CIB","13.49","20.48","38.04","20.48","-1.0","10","10","10","",""
"Microsoft Xbox 360","Games","Owned","Qubed","United States of America","Official","Atari SA","Missing Field","Jan 16 2022","CIB","8.48","10.9","29.38","10.9","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","R-Type Final","United States of America","Official","Irem Corp.","Irem Corp.","Jan 17 2022","CIB","15.5","17.71","44.65","17.71","-1.0","10","10","10","",""
"Microsoft Xbox","Games","Owned","R: Racing Evolution","United States of America","Official","Namco Hometek Inc.","Namco","Jan 16 2022","CIB","5.33","7.81","18.86","7.81","-1.0","10","10","10","",""
"Nintendo Wii","Games","Owned","Rabbids Go Home","United States of America","Official","Ubisoft Entertainment","Ubisoft Montpellier","Jan 17 2022","CIB","12.25","12.9","23.49","12.9","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","RAGE","United States of America","Official","Bethesda Softworks","id Software","Jan 25 2022","CIB","4.94","5.68","11.25","5.68","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Rally Fusion: Race of Champions","United States of America","Official","Activision","Climax Studios","Jan 17 2022","CIB","5.46","8.47","25.31","8.47","-1.0","10","10","10","",""
"Sony PlayStation 4","Games","Owned","Ratchet & Clank","United States of America","Official","Sony Computer Entertainment","Insomniac Games","Jan 25 2022","CIB","10.41","10.46","14.1","10.46","-1.0","10","10","10","",""
"Sony PlayStation 2","Games","Owned","Ratchet & Clank","United States of America","Official","SCEE","Insomniac Games","Jan 18 2022","CIB","10.49","13.15","206.64","13.15","-1.0","10","10","10","",""
"Sony PlayStation 3","Games","Owned","Ratchet & Clank Future: A Crack in Time","United States of America","Official","SCEI","Insomniac Games","Jan 25 2022","CIB","11.49","13.5","33.68","13.5","-1.0","?","?","?","",""
